                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    297,                0.65367,                0.60825,                 1.1207,                0.90264,                0.84615,                0.89097,                 0.6452,                0.92576,                0.84006,                 1.3138,             0.00032549,             0.00032549,             0.00032549
                    298,                0.65031,                0.61952,                 1.1286,                0.95041,                0.82051,                0.88676,                0.65507,                0.90697,                0.80808,                 1.2968,             0.00031983,             0.00031983,             0.00031983
                    299,                0.68344,                0.60447,                 1.1316,                0.96849,                0.87179,                0.89531,                0.66585,                0.88188,                 0.7849,                 1.2856,             0.00031417,             0.00031417,             0.00031417
                    300,                0.62599,                 0.6174,                 1.1234,                0.91868,                0.89744,                0.87531,                0.64374,                0.91858,                0.86342,                 1.3088,             0.00030851,             0.00030851,             0.00030851
                    301,                0.67818,                0.63671,                 1.1482,                0.95168,                0.84615,                0.87976,                0.62314,                0.91428,                0.88165,                 1.3144,             0.00030286,             0.00030286,             0.00030286
                    302,                0.63226,                0.60003,                 1.1205,                0.95753,                0.86713,                0.88701,                0.62411,                0.90932,                 0.8898,                  1.317,              0.0002972,              0.0002972,              0.0002972
                    303,                0.63003,                 0.5927,                  1.107,                0.91702,                0.85017,                 0.8727,                 0.6178,                0.92326,                0.89414,                 1.3269,             0.00029154,             0.00029154,             0.00029154
                    304,                0.61216,                0.58652,                 1.1035,                0.89589,                0.85897,                0.88042,                 0.6263,                0.95674,                0.92492,                 1.3458,             0.00028589,             0.00028589,             0.00028589
                    305,                0.63392,                0.58672,                 1.1227,                0.93138,                0.87011,                  0.883,                0.63346,                0.94501,                0.93988,                 1.3343,             0.00028023,             0.00028023,             0.00028023
                    306,                0.67371,                0.64044,                 1.1512,                0.95546,                0.82516,                  0.887,                0.62853,                0.93345,                0.89124,                 1.3268,             0.00027457,             0.00027457,             0.00027457
                    307,                0.66396,                0.61737,                 1.1299,                  0.963,                0.84615,                0.88967,                0.64192,                0.92349,                0.89089,                 1.3334,             0.00026891,             0.00026891,             0.00026891
                    308,                0.63322,                0.61087,                 1.1108,                0.91742,                0.85461,                0.87592,                0.62665,                0.89153,                 0.8846,                 1.2968,             0.00026326,             0.00026326,             0.00026326
                    309,                0.64037,                0.60389,                 1.1261,                0.91061,                0.84615,                0.88979,                0.62839,                0.93103,                 0.8798,                 1.3336,              0.0002576,              0.0002576,              0.0002576
                    310,                0.60397,                0.58005,                 1.0902,                0.91854,                0.87179,                0.90186,                0.63067,                0.94596,                0.84884,                 1.3515,             0.00025194,             0.00025194,             0.00025194
                    311,                0.63514,                0.58872,                 1.0975,                0.92772,                0.87179,                 0.9007,                 0.6438,                 0.9246,                0.85133,                 1.3162,             0.00024629,             0.00024629,             0.00024629
                    312,                 0.6714,                0.62523,                 1.1252,                0.92192,                0.84615,                0.88241,                0.64554,                0.90311,                0.82893,                 1.3002,             0.00024063,             0.00024063,             0.00024063
                    313,                0.62606,                0.59432,                 1.1076,                0.92984,                0.87179,                0.89257,                0.63717,                0.92943,                0.83962,                 1.3223,             0.00023497,             0.00023497,             0.00023497
                    314,                0.62116,                0.58692,                 1.1163,                 0.9302,                0.85434,                0.88437,                0.62049,                  0.974,                0.82847,                 1.3578,             0.00022931,             0.00022931,             0.00022931
                    315,                0.63288,                0.58653,                 1.1018,                0.94597,                0.84615,                0.88085,                0.61037,                0.97557,                  0.843,                 1.3722,             0.00022366,             0.00022366,             0.00022366
                    316,                0.63332,                0.59329,                 1.1046,                0.87396,                0.87179,                0.88171,                0.62551,                0.93586,                0.85366,                 1.3315,               0.000218,               0.000218,               0.000218
                    317,                0.61849,                0.58755,                  1.114,                0.93659,                0.84615,                0.89951,                0.64093,                0.91386,                0.84139,                 1.3033,             0.00021234,             0.00021234,             0.00021234
                    318,                0.62648,                0.59874,                 1.1174,                0.94277,                0.84474,                0.89298,                0.63457,                0.92994,                0.85895,                 1.3208,             0.00020669,             0.00020669,             0.00020669
                    319,                0.63685,                0.59421,                 1.1343,                0.93223,                0.88185,                0.90033,                0.62662,                0.94335,                0.83296,                 1.3385,             0.00020103,             0.00020103,             0.00020103
                    320,                0.60668,                0.57848,                  1.099,                0.97064,                0.84773,                0.90053,                0.62433,                0.97245,                 0.8309,                 1.3651,             0.00019537,             0.00019537,             0.00019537
                    321,                0.62987,                0.59717,                 1.1083,                 0.9305,                0.85823,                0.89886,                0.62136,                0.96768,                0.84726,                 1.3549,             0.00018971,             0.00018971,             0.00018971
                    322,                0.61128,                0.59233,                  1.094,                  0.907,                0.84615,                0.88209,                0.63474,                0.91855,                 0.8533,                 1.2974,             0.00018406,             0.00018406,             0.00018406
                    323,                0.60884,                0.59804,                 1.0834,                 0.9444,                0.87112,                 0.8922,                0.63866,                0.91965,                  0.844,                 1.3086,              0.0001784,              0.0001784,              0.0001784
                    324,                0.61527,                0.59709,                 1.0987,                0.93179,                0.87575,                  0.894,                0.62497,                 0.9553,                0.82881,                 1.3246,             0.00017274,             0.00017274,             0.00017274
                    325,                0.60961,                0.59603,                  1.099,                0.94504,                0.88177,                0.89359,                0.62659,                0.97992,                0.86672,                 1.3467,             0.00016709,             0.00016709,             0.00016709
                    326,                0.63488,                0.60467,                 1.1103,                0.94346,                0.88462,                0.89429,                0.63002,                0.94856,                0.84071,                 1.3139,             0.00016143,             0.00016143,             0.00016143
                    327,                0.62333,                0.57342,                 1.1147,                0.94017,                0.85897,                0.88678,                0.61968,                0.93834,                0.84132,                 1.3212,             0.00015577,             0.00015577,             0.00015577
                    328,                0.61203,                0.58851,                 1.1117,                0.95478,                0.83333,                0.89017,                0.60315,                0.94911,                0.85065,                 1.3295,             0.00015011,             0.00015011,             0.00015011
                    329,                0.60544,                0.56995,                 1.0908,                0.91781,                0.85903,                0.88131,                0.59759,                0.94383,                0.87909,                 1.3215,             0.00014446,             0.00014446,             0.00014446
                    330,                0.63512,                0.58501,                 1.1211,                0.91651,                0.84445,                0.87886,                0.59894,                 0.9352,                0.88327,                 1.3077,              0.0001388,              0.0001388,              0.0001388
                    331,                0.61369,                0.57029,                 1.0938,                0.92307,                0.84615,                0.88183,                0.62128,                0.90651,                0.88782,                 1.2842,             0.00013314,             0.00013314,             0.00013314
                    332,                0.59087,                0.53744,                 1.0852,                0.90251,                0.84615,                 0.8827,                0.61858,                0.88929,                0.88561,                 1.2769,             0.00012749,             0.00012749,             0.00012749
                    333,                0.62613,                0.59611,                  1.108,                0.95077,                0.80769,                0.88579,                0.61287,                0.90795,                0.86978,                 1.2879,             0.00012183,             0.00012183,             0.00012183
                    334,                0.61388,                 0.5838,                 1.1036,                0.92825,                0.82936,                0.88842,                0.61327,                0.91943,                0.86404,                 1.2955,             0.00011617,             0.00011617,             0.00011617
                    335,                0.63406,                0.61007,                 1.1102,                0.94183,                0.83027,                0.89299,                0.61716,                0.92776,                0.87787,                 1.3097,             0.00011051,             0.00011051,             0.00011051
                    336,                0.61638,                0.60419,                 1.1054,                0.94632,                0.82051,                0.89675,                0.62533,                0.92876,                0.87265,                 1.3059,             0.00010486,             0.00010486,             0.00010486
                    337,                0.60568,                0.57854,                 1.0966,                0.97047,                0.84279,                 0.8957,                0.62863,                0.93448,                0.87911,                 1.3119,               9.92e-05,               9.92e-05,               9.92e-05
                    338,                0.59103,                0.54915,                 1.0939,                0.92665,                0.85897,                0.88829,                0.63545,                0.92259,                0.87932,                 1.3048,             9.3543e-05,             9.3543e-05,             9.3543e-05
                    339,                0.60416,                0.57358,                 1.0936,                0.94958,                0.85897,                0.88726,                0.63257,                0.91544,                0.88045,                 1.3004,             8.7886e-05,             8.7886e-05,             8.7886e-05
                    340,                0.59734,                0.55546,                 1.0864,                0.96996,                0.82804,                 0.8864,                0.62853,                0.90523,                0.85717,                 1.2975,             8.2229e-05,             8.2229e-05,             8.2229e-05
                    341,                0.58928,                0.69207,                 1.1082,                0.91758,                0.85645,                0.89406,                0.61593,                 0.9485,                0.86754,                 1.3487,             7.6571e-05,             7.6571e-05,             7.6571e-05
                    342,                0.56326,                0.55181,                 1.0638,                0.89242,                0.85082,                0.88736,                0.61934,                0.97503,                0.89412,                 1.3765,             7.0914e-05,             7.0914e-05,             7.0914e-05
                    343,                0.57906,                0.53206,                   1.06,                0.87091,                0.87179,                0.88932,                0.62363,                 0.9755,                0.83862,                 1.3771,             6.5257e-05,             6.5257e-05,             6.5257e-05
                    344,                0.55081,                0.48669,                 1.0491,                0.88303,                 0.8711,                0.88929,                0.62776,                0.96611,                0.79279,                 1.3681,               5.96e-05,               5.96e-05,               5.96e-05
                    345,                0.54891,                0.46826,                 1.0489,                0.90695,                0.87471,                 0.8961,                0.62769,                0.96013,                0.76504,                 1.3683,             5.3943e-05,             5.3943e-05,             5.3943e-05
                    346,                 0.5562,                0.49421,                 1.0647,                0.90224,                0.88462,                 0.9015,                0.63598,                0.94431,                0.74549,                 1.3551,             4.8286e-05,             4.8286e-05,             4.8286e-05
                    347,                0.54074,                0.45297,                 1.0328,                0.89787,                0.87179,                0.90317,                0.64288,                0.93187,                0.74003,                 1.3376,             4.2629e-05,             4.2629e-05,             4.2629e-05
                    348,                0.53387,                0.47956,                 1.0482,                0.92522,                0.85897,                0.90259,                0.63914,                0.93412,                0.73429,                 1.3358,             3.6971e-05,             3.6971e-05,             3.6971e-05
                    349,                0.55068,                0.45014,                 1.0557,                0.90084,                0.85897,                0.90107,                0.63819,                0.93811,                0.72955,                 1.3365,             3.1314e-05,             3.1314e-05,             3.1314e-05
                    350,                0.52499,                0.43418,                 1.0239,                0.91624,                0.84145,                0.90154,                0.64563,                0.93353,                0.71061,                  1.334,             2.5657e-05,             2.5657e-05,             2.5657e-05
